youtube_link,p1_character,p2_character
https://www.youtube.com/embed/irpKrmskmDU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bowser,Inkling
https://www.youtube.com/embed/rCrTLa038VY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Ness
https://www.youtube.com/embed/D3n6EMZTjiM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Shulk
https://www.youtube.com/embed/fnZXzGXZKYM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Ness
https://www.youtube.com/embed/kLXovaJK90s?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Wolf
https://www.youtube.com/embed/QeCar14wTA8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Chrom
https://www.youtube.com/embed/MfeEDXfoY8M?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Shulk
https://www.youtube.com/embed/ithQisSFX-M?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Bowser
https://www.youtube.com/embed/3g7N5On4SFk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Chrom
https://www.youtube.com/embed/sLMptunOtJw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Mr. Game & Watch
https://www.youtube.com/embed/0gMXyw_kxPk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Link,Fox
https://www.youtube.com/embed/-IHFJO_LEwg?start=95&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Lucina
https://www.youtube.com/embed/0EejrXgB4ZM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Chrom,Shulk
https://www.youtube.com/embed/plQY-laT8gA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bowser,Roy
https://www.youtube.com/embed/BTNcMYpHkG4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Mario
https://www.youtube.com/embed/CbldYb-dw-o?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Pokemon Trainer
https://www.youtube.com/embed/mwp5qMEfIoU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Wolf
https://www.youtube.com/embed/di_2AEtDDLQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Mr. Game & Watch
https://www.youtube.com/embed/xlKniRlCJgE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mii Brawler,Cloud
https://www.youtube.com/embed/ihs4m8sAEI4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Bowser Jr.
https://www.youtube.com/embed/vL7ZQUBfrl0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Snake
https://www.youtube.com/embed/AlVQq5zFOCY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Chrom
https://www.youtube.com/embed/o8UVHdmAA-I?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ridley,Donkey Kong
https://www.youtube.com/embed/dzmWbr3J3cQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Ness
https://www.youtube.com/embed/1MAnh2_bu-g?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bowser,R.O.B.
https://www.youtube.com/embed/shk_lvkTg0U?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,King K. Rool,Lucina
https://www.youtube.com/embed/E3POaaqJw_8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Joker
https://www.youtube.com/embed/K325M_U-WJ4?start=77&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bowser,Falco
https://www.youtube.com/embed/qCLScHonXJo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Kirby
https://www.youtube.com/embed/Tj5t76gQVfA?start=79&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ridley,Meta Knight
https://www.youtube.com/embed/Q0ra20MG2sg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Pokemon Trainer
https://www.youtube.com/embed/Qstn90bA8_U?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Falco
https://www.youtube.com/embed/EQZsVBPW9mw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Donkey Kong,Joker
https://www.youtube.com/embed/GIK2Y5zs8Zk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Meta Knight
https://www.youtube.com/embed/fBE6kYHucOI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Ken
https://www.youtube.com/embed/uH22lxvHbqM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Lucas,Bowser
https://www.youtube.com/embed/sgrZkWVe7Bs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Daisy,Meta Knight
https://www.youtube.com/embed/FrVwFYG_8DM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Bowser
https://www.youtube.com/embed/Xoj4S6GKto8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,King Dedede
https://www.youtube.com/embed/pVkZnCNRpso?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Jigglypuff,Pac-Man
https://www.youtube.com/embed/HXFO0nY7FYs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pac-Man,Zero Suit Samus
https://www.youtube.com/embed/uIufh5XewwQ?start=81&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Zero Suit Samus
https://www.youtube.com/embed/bPCxpxT1KjY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pac-Man,Inkling
https://www.youtube.com/embed/b82JR0k33Ho?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Zero Suit Samus
https://www.youtube.com/embed/aaf_O8VaKD4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Hero,Olimar
https://www.youtube.com/embed/2TQ0Ys81Oa8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Inkling
https://www.youtube.com/embed/treWQ1TLLAo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Hero,Pac-Man
https://www.youtube.com/embed/laZAvtPK-fk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Greninja
https://www.youtube.com/embed/AGzoZ9Uq0T4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Wario
https://www.youtube.com/embed/0lGxip0WQFI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Zero Suit Samus
https://www.youtube.com/embed/kASxgR2GRk0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,Lucario
https://www.youtube.com/embed/BLdVBaqt-pk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Pac-Man
https://www.youtube.com/embed/WRy7ndsbgjg?start=132&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Lucario
https://www.youtube.com/embed/Isn968l0ONc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Wolf
https://www.youtube.com/embed/HBVv4C56NqY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Greninja
https://www.youtube.com/embed/c5Eq3361MKo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Hero,Banjo
https://www.youtube.com/embed/ISF1Us-Q8sU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Peach
https://www.youtube.com/embed/qnOovA0PaRY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Duck Hunt,Bowser Jr.
https://www.youtube.com/embed/8IYLllL4DA8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Cloud
https://www.youtube.com/embed/rShidkj7mak?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mii Brawler,Toon Link
https://www.youtube.com/embed/Y1NS75GL9qI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Snake
https://www.youtube.com/embed/h9n880Wr2js?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Wolf
https://www.youtube.com/embed/rOSz6mdfUxI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,King K. Rool
https://www.youtube.com/embed/RdU4YAmYe2M?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mr. Game & Watch,Mega Man
https://www.youtube.com/embed/KTVuJsiYDDw?start=89&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mr. Game & Watch,Olimar
https://www.youtube.com/embed/VFgaQBnjVho?start=118&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Pichu
https://www.youtube.com/embed/32BObqzukAs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pichu,R.O.B.
https://www.youtube.com/embed/MHzKpJgKnTI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Daisy,Mr. Game & Watch
https://www.youtube.com/embed/XUfQyH-a9dw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Olimar
https://www.youtube.com/embed/0QGs04fiXn8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Peach
https://www.youtube.com/embed/0tlRwpTYlYc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,R.O.B.
https://www.youtube.com/embed/csjwEJ7A4Uc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Inkling
https://www.youtube.com/embed/XqAY7RbHgbU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,Snake
https://www.youtube.com/embed/WDYT4w7GLnA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Villager
https://www.youtube.com/embed/mBR2Ux1SL50?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Dark Samus
https://www.youtube.com/embed/apGC9zlprCU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Captain Falcon
https://www.youtube.com/embed/9vhsfjluNvo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pichu,Pokemon Trainer
https://www.youtube.com/embed/_vKPnh77i_k?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Joker,Mario
https://www.youtube.com/embed/HKtwaJC5Rk8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Robin,Mario
https://www.youtube.com/embed/kBkMiolDG1s?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Wolf
https://www.youtube.com/embed/h9sSBadD7nU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Inkling
https://www.youtube.com/embed/RBz8LWYeRg0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Toon Link
https://www.youtube.com/embed/Ho-lrErAnk4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Yoshi
https://www.youtube.com/embed/G5H57rsowu0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Daisy
https://www.youtube.com/embed/T56fuXY7mfE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Roy,Captain Falcon
https://www.youtube.com/embed/UiZdwEADlwY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Palutena
https://www.youtube.com/embed/Jj73ttHvm0U?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Snake
https://www.youtube.com/embed/vzoZ0HsY7Wg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Donkey Kong,Luigi
https://www.youtube.com/embed/QUN7MH22NwI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Greninja
https://www.youtube.com/embed/20wVEQpiz6c?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Young Link
https://www.youtube.com/embed/lqg7KZSJxw0?start=74&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Mega Man
https://www.youtube.com/embed/qmPS-NDMxXM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Dark Samus,Mario
https://www.youtube.com/embed/k5H5iceWhx0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,Roy
https://www.youtube.com/embed/YBs3S2n1YsQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ganondorf,Wii Fit Trainer
https://www.youtube.com/embed/xFRMzmlPII4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Falco
https://www.youtube.com/embed/FmmYJRCBtrc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Villager
https://www.youtube.com/embed/xgax4xu7jYs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Yoshi
https://www.youtube.com/embed/-_X3PjqCsn0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Robin
https://www.youtube.com/embed/yDIyFEtxj5w?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Pikachu
https://www.youtube.com/embed/__itiLLV-MA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zelda,Palutena
https://www.youtube.com/embed/9r8YxtxTyE8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pit,Peach
https://www.youtube.com/embed/VWaqEjKF1qw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Shulk
https://www.youtube.com/embed/Pb9b4jQIhHA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Banjo,Simon
https://www.youtube.com/embed/CyqDTQIXs7I?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Yoshi
https://www.youtube.com/embed/R5seqE4SfsI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pichu,Dark Samus
https://www.youtube.com/embed/ck2VJhPHQ98?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,Banjo
https://www.youtube.com/embed/t8BRbO01deg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Banjo,Snake
https://www.youtube.com/embed/GuSw_cfetng?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bowser,Simon
https://www.youtube.com/embed/1ZCJ-yGmj-g?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Falco
https://www.youtube.com/embed/12yK_lRl-TM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Little Mac,Samus
https://www.youtube.com/embed/BXSF5IFJDng?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bayonetta,Samus
https://www.youtube.com/embed/ExvSCF0Jt_g?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Zero Suit Samus
https://www.youtube.com/embed/LhuMDrH4daw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Bowser
https://www.youtube.com/embed/K3k_1_QlYQ0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Roy,Young Link
https://www.youtube.com/embed/Fvt9uhwzM9M?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Wario
https://www.youtube.com/embed/HXqyN0J_xXc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Wario
https://www.youtube.com/embed/8cA9dxycf9A?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Joker
https://www.youtube.com/embed/2gHGvo8KOUA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Chrom,Wario
https://www.youtube.com/embed/Yq1-3-SMmdY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Rosalina
https://www.youtube.com/embed/EO3VVqENw9M?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Mega Man
https://www.youtube.com/embed/EIdsYub9wzQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,Samus
https://www.youtube.com/embed/27lpLhUVhjY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Rosalina,Shulk
https://www.youtube.com/embed/EpB2QfNSIdM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,Rosalina
https://www.youtube.com/embed/kDiobzaVlRQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Peach
https://www.youtube.com/embed/hPvX9LrOorw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Shulk,Greninja
https://www.youtube.com/embed/EDA_BFLdDBE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,Inkling
https://www.youtube.com/embed/Nfx7gNYHF9o?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Shulk
https://www.youtube.com/embed/D6x_2Fih-Zo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Piranha Plant
https://www.youtube.com/embed/NwkKRVAuh-0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,R.O.B.
https://www.youtube.com/embed/5Yfb2s6Bvl4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Greninja
https://www.youtube.com/embed/URwGKpZxHFo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Yoshi,Piranha Plant
https://www.youtube.com/embed/sBi3O6bsP9M?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,Joker
https://www.youtube.com/embed/GnMVZzgwJQk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Wolf
https://www.youtube.com/embed/atWWdqE4-NU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Snake
https://www.youtube.com/embed/ed2sKZ8Dt4k?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Shulk,Rosalina
https://www.youtube.com/embed/NYqCE4kebgE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Chrom,Link
https://www.youtube.com/embed/aElnFDOzxH4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Fox
https://www.youtube.com/embed/1E2hI2Bz-Bo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Greninja
https://www.youtube.com/embed/RWlQJOHUVvE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Young Link,Pikachu
https://www.youtube.com/embed/Ms_3NVo613E?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Link
https://www.youtube.com/embed/B81BXk9nFRM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,Young Link
https://www.youtube.com/embed/n0_hAhUzn_Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Joker,Palutena
https://www.youtube.com/embed/EnAyF6kvxnI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Joker
https://www.youtube.com/embed/J2QvQ3gveBM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Roy
https://www.youtube.com/embed/8bYxCZe_pQA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Link
https://www.youtube.com/embed/HSv1lSRrhbY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,Palutena
https://www.youtube.com/embed/iVuihPD1-14?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Ness
https://www.youtube.com/embed/5ZLFQuwSGVs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Pokemon Trainer
https://www.youtube.com/embed/3hpuea7sOxg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Pokemon Trainer
https://www.youtube.com/embed/YcMpOpi8qYk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Link
https://www.youtube.com/embed/iKn_wPLzQK0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,Kirby
https://www.youtube.com/embed/2XqvWGQ-luw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ridley,Ness
https://www.youtube.com/embed/WBLvJXHvnNw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Link,Wario
https://www.youtube.com/embed/rBDGfwJT764?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Mega Man
https://www.youtube.com/embed/CMUZAdmGZxI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Chrom
https://www.youtube.com/embed/XERiCQLzxoo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Lucina,Greninja
https://www.youtube.com/embed/2wc2b9zKH8I?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Ike
https://www.youtube.com/embed/ZkX08hVD_5w?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mr. Game & Watch,Olimar
https://www.youtube.com/embed/IzTi_UIvxqM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mr. Game & Watch,Olimar
https://www.youtube.com/embed/rKEaviaipIQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Roy,Olimar
https://www.youtube.com/embed/0ON_Zkyvncg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mr. Game & Watch,Mr. Game & Watch
https://www.youtube.com/embed/l3ri8bq-jkI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Roy
https://www.youtube.com/embed/SUB844ER3z0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mr. Game & Watch,Peach
https://www.youtube.com/embed/cGnKqzEacoo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Roy,Mr. Game & Watch
https://www.youtube.com/embed/IZ7uy1cmv5k?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Wolf
https://www.youtube.com/embed/levSB6_mLJg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Mario
