youtube_link,p1_character,p2_character
https://www.youtube.com/embed/S-PRY-MMn4Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wii Fit Trainer,Falco
https://www.youtube.com/embed/DgDxeRIWAbE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Shulk,Greninja
https://www.youtube.com/embed/PHX0TFrlT0A?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Joker
https://www.youtube.com/embed/6k2nCn_dD5A?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Pichu
https://www.youtube.com/embed/eERtNegAioQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Chrom
https://www.youtube.com/embed/uICFimKi6hw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Pokemon Trainer
https://www.youtube.com/embed/CLU3PO1PE8U?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Wolf
https://www.youtube.com/embed/c8Ykk1YvQPw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Pokemon Trainer
https://www.youtube.com/embed/KFSZvvexE6s?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Dark Samus,Mr. Game & Watch
https://www.youtube.com/embed/OP16wB3qWE0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Duck Hunt,Ness
https://www.youtube.com/embed/Rhgv_JGKJCk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Young Link
https://www.youtube.com/embed/-zgywrT_Hoc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Wii Fit Trainer
https://www.youtube.com/embed/svnxE5URaJQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Shulk,Pokemon Trainer
https://www.youtube.com/embed/6CR63ztk1Tw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Simon,Isabelle
https://www.youtube.com/embed/8MlSJ2zEmUQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ken,Olimar
https://www.youtube.com/embed/l4MvNmJSBM4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Zelda
https://www.youtube.com/embed/za52B03l9mA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Wolf
https://www.youtube.com/embed/D6kEtSAPCss?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Yoshi
https://www.youtube.com/embed/yMy_9oouq18?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,Snake
https://www.youtube.com/embed/sBBphJOmJqY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bowser,Ness
https://www.youtube.com/embed/Um7O2VIez8E?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Chrom,Snake
https://www.youtube.com/embed/JgYgYbcCr-s?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Roy,Robin
https://www.youtube.com/embed/Yo0jZcL02h8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Diddy Kong,Peach
https://www.youtube.com/embed/wHEayDVSeLE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ridley,Duck Hunt
https://www.youtube.com/embed/7ClgRWSHYpo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Luigi,Captain Falcon
https://www.youtube.com/embed/xoediJUsXM4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Bowser Jr.
https://www.youtube.com/embed/akGU3yXRTFM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Palutena
https://www.youtube.com/embed/olWBn-EBEW0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,Pac-Man
https://www.youtube.com/embed/E36tzx0ZbLY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,Dark Samus
https://www.youtube.com/embed/JQHtPEC-SDQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Simon
https://www.youtube.com/embed/oKHpolmarRI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Zero Suit Samus
https://www.youtube.com/embed/C1MZgwXishE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Zero Suit Samus
https://www.youtube.com/embed/CSsRXOF3ETA?start=342&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Palutena
https://www.youtube.com/embed/b7mcoyALoGI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,R.O.B.
https://www.youtube.com/embed/SJYwrU9cK-I?start=278&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Joker
https://www.youtube.com/embed/g8GwRx_7UII?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Palutena
https://www.youtube.com/embed/nKwM97K42po?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Pikachu
https://www.youtube.com/embed/rR-AAg98s38?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Wario
https://www.youtube.com/embed/OocMfSv60Qo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,R.O.B.
https://www.youtube.com/embed/LgOY9RCxa-Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Zero Suit Samus
https://www.youtube.com/embed/v0ebcqAOUpk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Pokemon Trainer
https://www.youtube.com/embed/7iyurO5dm0o?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Joker
https://www.youtube.com/embed/WdtsOmrOcoE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Lucina
https://www.youtube.com/embed/sXvgKFcf89Q?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Lucina,R.O.B.
https://www.youtube.com/embed/hpRk4PvMZ74?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Wario
https://www.youtube.com/embed/xWUujJxOk5g?start=54&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Sonic
https://www.youtube.com/embed/WRWjO1mogfs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Snake
https://www.youtube.com/embed/mYPCBg4jUnM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,R.O.B.
https://www.youtube.com/embed/e3_b_r6JLkU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Wario
https://www.youtube.com/embed/9iEaZgn3u5o?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Lucina
https://www.youtube.com/embed/-mO3nOJrnYA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Fox
https://www.youtube.com/embed/t9H7p7NeD9o?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Joker,Lucina
https://www.youtube.com/embed/qHPyHoG1YuY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Inkling
https://www.youtube.com/embed/7i_NHx3_Up8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Pokemon Trainer
https://www.youtube.com/embed/Jg1pYL45xoA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Shulk
https://www.youtube.com/embed/jDlhQVC9z5M?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Cloud
https://www.youtube.com/embed/r9yYmE2wGoc?start=132&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Rosalina,Wario
https://www.youtube.com/embed/z-jGVNOJKRU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Snake
https://www.youtube.com/embed/1OgWFscCW0c?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Joker
https://www.youtube.com/embed/E_N2llJ6jDg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Roy,R.O.B.
https://www.youtube.com/embed/iOQbVw1eQP8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ike,Roy
https://www.youtube.com/embed/IVqfA07PHbI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Daisy
https://www.youtube.com/embed/IVTmqWZn5qs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pichu,Wolf
https://www.youtube.com/embed/8wORKD1p6cU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,Pac-Man
https://www.youtube.com/embed/p9gCiV73hiA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,Olimar
https://www.youtube.com/embed/SDc9fsFIkSA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Rosalina,Rosalina
https://www.youtube.com/embed/UscOVujkIdo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Mega Man
https://www.youtube.com/embed/epzO2m2E7Eg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ike,Palutena
https://www.youtube.com/embed/qvhA5LTsUBU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ridley,Ike
https://www.youtube.com/embed/B55RZokRzhM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Ness
https://www.youtube.com/embed/HOyLmUbTusA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Rosalina,Snake
https://www.youtube.com/embed/ijRH9IZlwRY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pac-Man,Cloud
https://www.youtube.com/embed/eqzwOMVQyRU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Wario
https://www.youtube.com/embed/6BuqKYWn-Nk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Peach
https://www.youtube.com/embed/KCV7HES3Rj4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ike,Joker
https://www.youtube.com/embed/WsMp__HxwsU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Mega Man
https://www.youtube.com/embed/yk5BZQX7_aw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Lucina
https://www.youtube.com/embed/iHxCll7Jlto?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pac-Man,Captain Falcon
https://www.youtube.com/embed/OsEik1WLr_s?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Incineroar,R.O.B.
https://www.youtube.com/embed/iHssDvqSAg8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Joker,Falco
https://www.youtube.com/embed/DetXLsvcvV0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Rosalina
https://www.youtube.com/embed/r7xkV8t4FoU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Snake
https://www.youtube.com/embed/17N3UBBuEhk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Duck Hunt
https://www.youtube.com/embed/nbc33bzSQQs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Fox
https://www.youtube.com/embed/c84EPjnW3N0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Joker,Snake
https://www.youtube.com/embed/NwlrFqVbTZ0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Fox
https://www.youtube.com/embed/T1ATQX2gB6M?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Little Mac,Ike
https://www.youtube.com/embed/Dc62wHBnBlg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Joker,Wario
https://www.youtube.com/embed/9jpTt5RKpRQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Diddy Kong
https://www.youtube.com/embed/eSdAs0sLdeY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Lucina,Bowser
https://www.youtube.com/embed/qGeG9UoVFOY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Incineroar
https://www.youtube.com/embed/oo962qHZ3tE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Joker,Snake
https://www.youtube.com/embed/vD6j2du8So4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Yoshi
https://www.youtube.com/embed/c0GyXBjt-Xg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Meta Knight
https://www.youtube.com/embed/XXnJ7wh023Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Lucas,Sonic
https://www.youtube.com/embed/QWHoV-vqpk4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Robin
https://www.youtube.com/embed/w_s-32o1TRA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Pichu
https://www.youtube.com/embed/zdZVX0LwYUw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Inkling
https://www.youtube.com/embed/GDm4oZFrt_0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pac-Man,Inkling
https://www.youtube.com/embed/ETWiQpBhz0E?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Incineroar,King Dedede
https://www.youtube.com/embed/pY0d-tG-bZY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Young Link
https://www.youtube.com/embed/I3ZXb22SnRQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Palutena
https://www.youtube.com/embed/9MbczKiwrrw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Cloud
https://www.youtube.com/embed/EGjA47eOgjY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ike,Greninja
https://www.youtube.com/embed/xtiXvQ4VGdE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Ken
https://www.youtube.com/embed/f3GWx5dB5gc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Yoshi
https://www.youtube.com/embed/8YkOmOKJzyY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Pokemon Trainer
https://www.youtube.com/embed/dNbHQgQzPg0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Pac-Man
https://www.youtube.com/embed/PuFCUfA9Kh8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Lucina
https://www.youtube.com/embed/EP5mJFRy4BE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,R.O.B.
https://www.youtube.com/embed/EgoDd1S4Bbg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,Ness
https://www.youtube.com/embed/oM6_KmdZAJw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Snake
https://www.youtube.com/embed/dmvspCGk62E?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Daisy,Mega Man
https://www.youtube.com/embed/JNovvVb8Wdo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Joker
https://www.youtube.com/embed/KMxLAQUyJeY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Little Mac,R.O.B.
https://www.youtube.com/embed/xgWdYLrBNcI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Fox
https://www.youtube.com/embed/1ETlJP164ok?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Chrom,Yoshi
https://www.youtube.com/embed/4VZGAjmVLEA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,Daisy
https://www.youtube.com/embed/aIVB_qnFEgU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,R.O.B.
https://www.youtube.com/embed/GwCXwtpCacg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Olimar
https://www.youtube.com/embed/HKfJzrby44g?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,Inkling
https://www.youtube.com/embed/dSwteZ-liak?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Little Mac,Mr. Game & Watch
https://www.youtube.com/embed/duV7zkQ4ZQ0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Pikachu
https://www.youtube.com/embed/2Bk1SoFs6DY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Peach
https://www.youtube.com/embed/PC8o6g8JGoY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Mario
https://www.youtube.com/embed/XRWy8bpybGg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Roy
https://www.youtube.com/embed/bhn5ZLRARD8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Pikachu
https://www.youtube.com/embed/fPDsRMlN_nY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,R.O.B.
https://www.youtube.com/embed/KptIlu8-6wM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Snake
https://www.youtube.com/embed/qVhbbmvON34?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Peach
https://www.youtube.com/embed/N96JUdC-vQ0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Roy
https://www.youtube.com/embed/ASvB8E1eeU8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Greninja
https://www.youtube.com/embed/OCO874ma4cg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Yoshi
https://www.youtube.com/embed/-BRwocMCzGA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Mario
https://www.youtube.com/embed/gQBDMelHemo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Ness
https://www.youtube.com/embed/U1bSYjhGD90?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Peach
https://www.youtube.com/embed/ib8miIkFZV4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mr. Game & Watch,King Dedede
https://www.youtube.com/embed/eWKM7-T2KMU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Zelda
https://www.youtube.com/embed/R9_HYvnpVmk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Mii Swordfighter
https://www.youtube.com/embed/zkvAJpdrVU8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,King Dedede
https://www.youtube.com/embed/ZySvFik26UA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Wolf
https://www.youtube.com/embed/2rr13yxpD40?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,King Dedede,Roy
https://www.youtube.com/embed/1wFfBE-j0OQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Roy
https://www.youtube.com/embed/6sKYVLhaqFk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,Pikachu
https://www.youtube.com/embed/Z4MupsOcs9Q?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Bowser
https://www.youtube.com/embed/V0WJE2u6_HU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Zelda
https://www.youtube.com/embed/nnldBYpHuIQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Yoshi,Mii Gunner
https://www.youtube.com/embed/vfnz5NSJ5D0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,Peach
https://www.youtube.com/embed/VuvutpQ941Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zelda,Mario
https://www.youtube.com/embed/QKt6H7V2IfI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Peach
https://www.youtube.com/embed/HUSJDt2lNoQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Marth
https://www.youtube.com/embed/--wV1cKnN6Q?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pichu,Captain Falcon
https://www.youtube.com/embed/QyExuOzjato?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,Lucario
https://www.youtube.com/embed/XhMojiNBw5Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Duck Hunt,Captain Falcon
https://www.youtube.com/embed/g_9gJpi94p4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pichu,Cloud
https://www.youtube.com/embed/Be6uP4suwAs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Pichu
https://www.youtube.com/embed/toqUxlzBB24?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Meta Knight
https://www.youtube.com/embed/m2rGu2ESSoM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Captain Falcon
https://www.youtube.com/embed/sEhqmubdDOE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Lucario
https://www.youtube.com/embed/xY91Use6Mc0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Greninja
https://www.youtube.com/embed/WtkCbR3Z0o4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Lucario
https://www.youtube.com/embed/3GU2dK7h7as?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Villager,Wario
https://www.youtube.com/embed/Uy8NkCetav4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Duck Hunt,R.O.B.
https://www.youtube.com/embed/4G1ji4zbBBM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Villager
https://www.youtube.com/embed/tj9h_I8ia78?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ike,Duck Hunt
https://www.youtube.com/embed/Dx-1pJsO21U?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Ness
https://www.youtube.com/embed/GA0bIU1wDNM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Lucario,Inkling
